time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1760795301996272600,4688.871272705078,1073.872780402488,0.23655915593060145,1.000000007346887,46.97520917730404,1025.6542096932594,241.2310799746118,8.001208273680877,4.995787143707275,8.364674075472008,29.961719512939453
1760795302996262100,4689.871262207032,1073.4447919565685,0.23195731593836763,1.000000007346887,46.97507158372519,1025.22622124734,241.3704431544367,8.001208273680877,4.964384078979492,8.36431053304268,30.752103805541992
1760795303996250600,4690.871250732422,1073.0741550322123,0.21452305006399766,1.1067619525915031,46.97490079150457,1024.8555843229838,240.25783265939833,8.001208273680877,4.95664644241333,8.363974256692277,30.927444458007812
1760795304996240100,4691.871240234375,1072.9575352353954,0.24274045362617866,2.618441169879262,46.97475545429595,1024.738964526167,238.4474773595081,8.001208273680877,4.986710548400879,8.363619962171102,30.927444458007812
1760795305996229600,4692.871229736328,1073.1946959880433,0.27047774770966293,1.474528370215129,46.97459337770662,1024.9761252788148,235.6413077993867,8.001208273680877,5.062860012054443,8.363289770171503,30.940690994262695
1760795306996218000,4693.871218017578,1073.9598734811407,0.2652347727619498,2.0956258184601784,46.97429301102183,1025.7413027719122,234.68795776367188,18.905952196774535,5.13300895690918,8.363119447821571,30.940690994262695
1760795307998263800,4694.873263916015,1074.83136288114,0.16371084741632252,1.000000007346887,46.974155483257434,1026.6127921719115,243.5049285888672,14.957255603768221,5.252886772155762,8.362737957677291,29.688386917114258
1760795308998252800,4695.8732526855465,1076.015900476995,0.2899737043626573,2.020119566096878,46.9740496218299,1027.7973297677665,242.5974884033203,8.001208273680877,5.196282386779785,8.362427804020594,29.688386917114258
1760795309998351600,4696.8733515625,1077.3168256990546,0.21726919394164276,1.000000007346887,46.97393793491924,1029.098254989826,240.68589782714844,6.000906205260658,5.102612018585205,8.362111255802935,28.52240562438965
1760795310998438400,4697.873438476562,1078.7121495387134,0.22181745273148082,1.000000007346887,46.973817434408346,1030.493578829485,238.31906127929688,6.000906205260658,4.991763591766357,8.3618146008378,27.7386531829834
1760795311998521300,4698.873521240234,1080.0858229520054,0.24236119102420844,3.0421467722802555,46.973696901402256,1031.8672522427769,241.8941650390625,6.000906205260658,4.920965671539307,8.361514272468078,26.8380184173584
1760795312998585600,4699.873585693359,1081.2907599605908,0.24122996390358376,1.4735655243781085,46.97359135162965,1033.0721892513623,240.5363311767578,8.001208273680877,4.94758939743042,8.361190804577674,26.8380184173584
1760795313998721500,4700.873721435547,1082.4307405095353,0.26813263066421994,2.695254907182928,46.973459244333995,1034.2121698003068,241.9308624267578,8.001208273680877,5.008947849273682,8.360910579956645,26.401199340820312
1760795314998856400,4701.873856445312,1083.7381087527474,0.3079908251386693,8.270550552209922,46.97334672397542,1035.5195380435189,229.7847442626953,19.549615269860677,5.010726451873779,8.360688627045722,25.972476959228516
1760795315998975700,4702.873975830078,1084.9289981713453,0.39624687184564167,11.125549341646245,46.97321905166848,1036.7104274621167,230.0554962158203,34.90720763754398,5.046644687652588,8.360469709224915,26.10684585571289
1760795316999076000,4703.874076171875,1086.056399296393,0.22297608676914585,5.408600917734544,46.97308721186904,1037.8378285871645,230.0554962158203,46.086629913122906,5.096695899963379,8.360239706698808,26.10684585571289
1760795317999162400,4704.874162353515,1087.128684455894,0.2014061850258402,1.000000007346887,46.97296665916479,1038.9101137466655,230.0554962158203,51.80432100701692,5.097591876983643,8.35997624393204,25.929105758666992
1760795318999241200,4705.874241210938,1087.6641743094253,0.295569951999041,5.25158775201482,46.972836136263275,1039.4456036001968,230.0554962158203,53.691394288695264,5.079306125640869,8.359685394445123,25.435516357421875
1760795319999321900,4706.8743217773435,1087.9120777768412,0.2297680515678704,1.000000007346887,46.972998720210235,1039.6935070676127,213.50551164283243,8.001208273680877,5.049760341644287,8.359034530541445,27.415725708007812
1760795320999385900,4707.874385742188,1087.7626105553782,0.306080519237888,1.000000007346887,46.97277104504133,1039.5440398461496,204.7633202977013,8.001208273680877,5.043906211853027,8.358844821344698,28.516197204589844
1760795321999454700,4708.874454833985,1087.406576161,0.35415696617006254,2.943360283539806,46.97252214804786,1039.1880054517715,195.3411972810738,8.001208273680877,5.086463928222656,8.35871767508755,28.516197204589844
1760795322999506400,4709.874506347656,1087.1387412970716,0.30631217860555454,1.000000007346887,46.97225808087874,1038.9201705878431,182.2956998908895,8.001208273680877,5.097887992858887,8.358663228697166,30.03976058959961
1760795323999560400,4710.874560546875,1087.172603840707,0.35670894123081,10.495944127428805,46.97198309298534,1038.9540331314786,172.1649993893865,8.001208273680877,5.477114200592041,8.358733412175173,28.92791175842285
1760795324999603000,4711.874603027344,1087.1596555065298,0.5133500632226864,1.5316494607636184,46.97172095811126,1038.9410847973013,166.3913995028397,8.001208273680877,5.405975341796875,8.358811257524316,28.92791175842285
1760795325999646500,4712.874646484375,1087.0486654532983,0.4333319346087452,3.123171826549651,46.97148222199533,1038.8300947440698,154.09543341179426,8.001208273680877,5.720602035522461,8.358969161050677,28.42532730102539
1760795326999678200,4713.874678222656,1086.9698320194134,0.2944398566192008,5.113002686827319,46.97125855653311,1038.7512613101849,143.93200264378856,8.001208273680877,5.689144611358643,8.359159961352143,27.648723602294922
1760795327999705300,4714.874705322266,1087.02198178859,0.3041683077223591,1.610920364778142,46.971069969854796,1038.8034110793615,130.7893799636067,8.001208273680877,5.454667091369629,8.359431315768203,27.73627281188965
1760795328999728600,4715.874728759765,1087.1212902865088,0.24510456523843943,6.641932475419831,46.97092028752969,1038.9027195772803,121.43687023499993,8.001208273680877,5.347102642059326,8.359747173522901,27.73627281188965
